address,website,email,headMasterName,respName,estdYear,boardSec,boardHighSec,boardSecName,boardHighSecName,recogYearPri,recogYearUpr,recogYearSec,recogYearHsec,cwsnSchYn,cwsnSchYnDesc,shiftSchYn,shiftSchYnDesc,resiSchYn,resiSchDesc,resiSchTypeName,resiSchTypeId,schPhone,mediumOfInstrName1,mediumOfInstrName2,mediumOfInstrName3,mediumOfInstrName4,mediumOfInstrId1,mediumOfInstrId2,mediumOfInstrId3,mediumOfInstrId4,minorityYn,minorityYnDesc,anganwadiYn,anganwadiYnDesc,anganwadiStuB,anganwadiStuG,anganwadiTchTrained,cceYn,cceYnDesc,instructionalDays,noInspect,noVisitCrc,noVisitBrc,noVisitDis,smcYn,smcYnDesc,smdcYn,smdcYnDesc,approachRoadYnDesc,smdcSmcSameYnDesc,txtbkPriYnDesc,txtbkUprYnDesc,txtbkSecYnDesc,txtbkHsecYnDesc,spltrgYnDesc,suppMatRecdYnDesc,approachRoadYn,ppSecYN,ppSecDesc,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
AT-KALKALI PO-PATKOI HAT KOCHADHAMAN,,,ASHFAK ALAM ,ASHFAQUE ALAM,1970,0,0,NA,NA,1970,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2415490,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS KALKALI
AT-KOCHGHAR SAH TOLA ANDHASUR ,,,MD TAIYAB ALAM,MD TAIYAB ALAM,2016,0,0,NA,NA,2016,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2493554,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,N P S KOCHGER SAH TOLA
PS DERAMARI KOCHADHAMAN        ,,,MD QUAISER ALAM,MD QUAISER ALAM,1976,0,0,NA,NA,1976,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2421492,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DERA MARI
AT-PS PACHHARA PO-KOCHADHAMAN KISHANGANJ,,,MD IZHAR ALAM,MD IZHAR ALAM,1957,0,0,NA,NA,1957,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2458612,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS PACHHARA
at-dahuwabari bishanpur kochadhaman,,10082709301@gmail.com,NUDRAT SERWAT,NUDRAT SERWAT,1928,0,0,NA,NA,1928,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2468866,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DAHUWABARI
"At-Kalpir,Panchayat-Dhangarha,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umskalpir@gmail.com,MD JAMIL AKHTER,MD JAMIL AKHTER,1959,0,0,NA,NA,1959,2009,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,12,0,12,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2432483,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS KALPIR
VILL-KATHALBARI PO-MARIA VIA-TAIYABPUR DIST-KISHANGANJ,,umskathalbari@gmail.com,Md Azim Arfi,Md Azim Arfi,1975,0,0,NA,NA,1975,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,13,0,5,20,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2473845,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS  MAHSOOL KATHAL BARI
AT-DERAMARI STATE KOCHADHAMAN,,100827105502@GMAIL.COM,Gulam mustafa,GULAM MUSTAFA,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2453949,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,P.S. DERAMARI ESTATE
BAHADURGANJ NAVIN BABSABARI ,,,RAGHIBMUSARRAT NIYAZ,RAGHIBMUSARRAT NIYAZ,2006,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,16,14,2,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2414306,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KOTHITOLA BHATABARI
BAHADURGANJ  PAHAT GAON ,,,RISHIKESH SINGH,RISHIKESH SINGH,1974,0,0,NA,NA,1974,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2488902,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS PAHAT GAON
AT-DAKOPARA RAHMAT PARA KOCHADHAMAN,,alamzahoor943@gmail.com,ZAHOOR ALAM,ZAHOOR ALAM,1954,0,0,NA,NA,1960,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,5,3,4,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2480822,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DAKO PARA
"At-Kamat-Panchayat-Dhantola-Block-Dighalbank,District-Kishanganj,Bihar,855101",,umskamat@gmail.com,KUSHPAT LAL HARIJAN,KUSHPAT LAL HARIJAN,1964,0,0,NA,NA,1964,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,6,5,6,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2410205,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS KAMAT
AT MAHUA PO BAIGANA PS TERHAGACHH,,,shahnawaz alam,shahnawaz alam,1953,0,0,NA,NA,1953,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,242,0,0,0,0,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2445413,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS MAHUA
BAHADURGANJ LOHAGARA HAT ,,,MD HASIBUR RAHUMAN,MD HASIBUR,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2435749,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KOYALPUR DULALI
AT-DHANPURA PURAB TOLA DHANPURA ,,,TASNIM HENA KAUSAR,TASNIM HENA KAUSAR,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2421491,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DHANPURA PURAB TOLA
PS PAIK TOLA PANCHAYAT BHORHA,,,VIJAY PRAKASH,VIJAY PRAKASH,1985,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2491095,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,PS PAIK TOLA
BAHADURGANJ KHODAGANJ  DALBATI ,,,ARJUN LAL DAS,ARJUN LAL DAS,1970,0,0,NA,NA,1970,2009,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2491104,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS DALBARI
"UMS KAMATi,Village-Kamati,Po-Lohagara Hat,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umskamati1970@gmail.com,DILIP KUMAR SAH,DILIP KUMAR SAH,1971,0,0,NA,NA,1971,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,12,0,12,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2445420,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS KAMATI
"UMS MAIDA, PO- SINGHIA, KISHANGANJ",,rasulmdghulam5@gmail.com,MD GHULAM RASUL,MD GHULAM RASUL,1952,0,0,NA,NA,1952,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2490347,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MAIDA
BAHADURGANJ  MAHESH BATHANA ,,,NAUSHAD ALAM,NAUSHAD ALAM,2006,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2463458,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS LAHASURA
AT-DHANSONA KUTTI KOCHADHAMAN,,10082704001@GMAIL.COM,MD AZIMUDDIN,MD AZIMUDDIN,1966,0,0,NA,NA,1966,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,243,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2489640,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DHAN SONA
"At-Pakka muri,Panchayat-Mangura,Block-Dighalbank,District-Kishanganj,Bihar,855101",,pspakkamuri@gmail.com,SHYAM DEO GANESH,SHYAM DEO GANESH,1959,0,0,NA,NA,1959,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,15,25,1,2,2-No,242,8,0,8,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2455055,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS PAKKA MURI
UMS DALIA PO-BALANAGAR HAT,,,BAIDYNATH KUMAR,BAIDNATH KUMAR,2007,0,0,NA,NA,2007,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2433632,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DALIA
"VILL-KANCHANBARI, POST-BIBIGANJ, BLOCK-TERHAGACHH",,amitkumardas12382@gmail.com,AMIT KUMAR DAS,AMIT KUMAR DAS,1958,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2489635,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS KANCHAN BARI
AT-MAJGAMA  PO-KANHAIBARI KOCHADHAMAN,,,MD FAIYAZ ALAM,MD FAIYAZ ALAM,1962,0,0,NA,NA,1962,2005,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,0,0,1,2,2-No,250,25,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2456546,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAJGAMA
laitor bishanpur kochadhaman,,rishijha87@gmail.com,RISHI KUMAR JHA ,RISHI KUMAR JHA,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2477776,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS LAITOR
Dhappodangi patharia thakurganj kishanganj,,psdhapodangi@gmail.com,SUKHDEO KUMAR,SUKHDEO KUMAR,1972,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,200,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2440333,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,PS DHAPODANGI
"At-Pakkhubasti,Ward no-03 Tulsia,Panchayat-Tulsia,Block-Dighalbank,District-Kishanganj,Bihar,855101",,primaryschoolpakkhubasti@gmail.com,MD AFAQUE ALAM,MD AFAQUE ALAM,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,11,0,11,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2488896,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS PAKKHUBASTI
dallegaon thakurganj kishanganj,,umsdallegaon@gmail.com,MD SHAMIM NEZAMI,MD SHAMIM NEZAMI,1965,0,0,NA,NA,1965,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2420385,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS DALLEGAON
UMS KANHAIYABARI BISHANPUR PO-BISHANPUR BLOCK - KOCHADHAMAN DIST. KISHANGANJ (BIHAR),,umskanhaiyabaribishanpur@gmail.com,NAHID ANJAR,NAHID ANJAR,1972,0,0,NA,NA,1972,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,250,15,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2415342,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS KANHAIYABARI BISHANPUR
AT-MAJGAMA TOLA KASHIBARI ,,10082702902@GMAIL.COM,JYOTISH LAL,JYOTISH LAL,2007,0,0,NA,NA,2007,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,24,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2456545,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAJGAMA TOLA KASHIBARI
BAHADURGANJ MANDAL TOLA DOHAR ,,,ROSHANZARIQUA,ROSHAN ZARIQUA,1960,0,0,NA,NA,1960,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2446160,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DHARHAR
PS PANCHGACHHI PANCHAYAT JHUNKI MUSHARI,,kunal7love65@gmail.com,Gunjan Kumari,Gunjan Kumari,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2455816,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,P S PANCHGACHHI
Lodha bari thakurganj kishanganj,,npslodhabari@gmail.com,RADHA DEVI,RADHA DEVI,2007,0,0,NA,NA,2007,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2449704,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS LODHABARI
Hazari  gachhi thakkurganj kishanganj,,mohammadashfaque2017@gmail.com,MD ASHFAQUE ALAM,MD ASHFAQUE ALAM,1959,0,0,NA,NA,1959,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,18,22,2,2,2-No,250,20,10,5,5,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2439330,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.DANGIA HAZARI
karuamani kharudah pawakhali thakurganj kishanganj,,umskaruumani@gmail.com,MD NAYEEM YAZDANI,MD NAYEEM YAZDANI,1956,0,0,NA,NA,1956,2013,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2438968,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KARUAMANI
MAJHIA WARD NO 34 KISHANGANJ,,10082103501@gmail.com,AJOY KUMAR DUTTA,VIJOY KUMAR DUTTA,1950,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2475495,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MAJHIA
AT-ARRABARI PO-RAIPUR DIST-KISHANGANJ,,,Rajeev Kumar Das,Rajeev Kumar Das,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,240,6,6,2,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2475907,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,NPS LODHA BARI II
VILL-DAMALBARI PS-POTHIA DIST-KISHANGANJ,,,NIKHAT PERWEEN,NIKHAT PERWEEN,2012,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,242,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2472245,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,P.S DHULABARI-II
PARMUKH TOLA RUHIYA KOCHADHAMAN,,,Md anzar Alam,Md Anzar Alam,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,12,0,15,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2458022,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS PARMUKH TOLA RUHIYA
dangibari patharia thakurganj kishanganj,,umsdangibari@gmail.com,RAAM KUMAR CHAUDHARY,RAM KUMAR CHAUDHARY,1953,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2429586,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS DANGI BARI
"At-Karuamani,Po-Padampur,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umskaruwamani4401@gmail.com,PARMESHWAR KUMAR,PARMESHWAR KUMAR,1974,0,0,NA,NA,1974,2005,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,237,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2445421,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS KARUWAMANI
AT-MAKHANPOKHAR PO-TAIYABPUR PS-POTHIA DIST-KISHANGANJ,,,ANUP KUMAR SINGH,ANUP KUMAR SINGH,1972,0,0,NA,NA,1972,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,248,5,18,6,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2420482,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UMS   MAKHAN POKHAR
Dimhat thakurganj kishanganj,,psdimhat123@gmail.com,RAM JEEWAN KUMAR,RAM JEEWAN KUMAR,2006,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,225,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2483995,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,PS DIMHAT
AT-LODHABARI PO-RUIDHASHA PS-THAKURGANJ DIST-KISHANGANJ,,npslodhabaripothia3@gmail.com,Md Sarfraz Alam,Md Sarfraz Alam,2012,0,0,NA,NA,2012,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,241,0,0,10,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2416697,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,N.P.S LODHABARI-III
"P.S. PATALWA, PATALAWA BASTADANGI, PICHHLA",,sarfarazahmed98511987@gmail.com,SARFARAZ AHMED,SARFARAZ AHMED,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,0,0,1,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2486691,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,P.S. PATALWA
Dangibari po thakurganj kishanganj,,umsdangibasti@gmail.com,UMENDRA AZAD,UMENDRA AZAD,1963,0,0,NA,NA,1963,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,241,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2419300,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS DANGI BASTI
karuwa mani thakurganj kishanganj,,karwamanisonachandi1001@gmail.com,PRITAM LAL ROY,PRITAM LAL ROY,1970,0,0,NA,NA,1970,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,219,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2449882,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KARUWAMANI SONA CHANDI
makhanpur thakurganj kishanganj,,VSSUMSMAKHANPUR@GMAIL.COM,DULAL CHAND DAS,DULAL CHAND DAS,1957,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2482987,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MAKHANPUR
"At-Athgachhia Dogachhi,Panchayat-Athgachhia,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psdogachhi4302@gmail.com,MD TANWEER MOHSI,TANWEER MOHSI,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,8,0,8,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2410206,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS DOGACHHI
NPS LOHADANGA PASCHIM BHAG GACHHPARA,,10082109103@gmail.com,TANWEER ALAM,TANWEER ALAM,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,1,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2458609,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS LOHADANGA PASCHIM BHAG
"At-Patharghatti,Panchayat-Patharghatti,Block-Dighalbank,District-Kishanganj,Bihar,855101",,pspatharghatti@gmail.com,SHAMBHU NATH KARMKAR,SHAMBHU NATH KARMKAR,1976,0,0,NA,NA,1976,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,242,30,12,12,6,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2489637,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS PATHAR GHATTI
